customer_id,first_name,last_name,email,age,gender,city,state,signup_date,customer_segment,loyalty_tier
CUST00080,Lisa,Thomas,susan.martinez563@email.com,24,F,Austin,TX,2022-05-07,Unknown,Bronze
CUST00081,Joseph,Anderson,michael.lewis332@email.com,69,M,New York,IL,2023-10-19,Unknown,Bronze
CUST00082,Michael,Taylor,donald.thomas657@email.com,25,F,Charlotte,AZ,2021-10-03,Unknown,Platinum
CUST00083,Patricia,Davis,robert.gonzalez376@email.com,25,M,San Diego,NC,2022-03-21,Unknown,Silver
CUST00084,Thomas,Ramirez,jane.brown138@email.com,40,M,Chicago,IL,2024-02-25,Unknown,Platinum
CUST00085,Sarah,Sanchez,robert.white529@email.com,49,M,Jacksonville,TX,2022-12-02,Unknown,Silver
CUST00086,Barbara,Lopez,elizabeth.garcia723@email.com,60,F,Philadelphia,TX,2021-07-28,Unknown,Platinum
CUST00087,Lisa,Clark,david.martinez905@email.com,64,Other,San Jose,NC,2023-01-01,Unknown,Silver
CUST00088,Sarah,Perez,mark.gonzalez723@email.com,35,M,San Diego,NY,2024-09-17,Unknown,Bronze
CUST00089,Jane,Lee,daniel.white486@email.com,55,M,Phoenix,NC,2022-10-15,Unknown,Bronze
CUST00090,Margaret,Martinez,sarah.white955@email.com,71,F,San Diego,AZ,2024-07-10,Unknown,Platinum
CUST00091,Emily,Clark,michael.williams324@email.com,29,F,San Antonio,PA,2023-08-20,Unknown,Bronze
CUST00092,Susan,Anderson,anthony.jones168@email.com,32,F,San Antonio,OH,2022-10-25,Unknown,Bronze
CUST00093,Jennifer,Robinson,linda.perez803@email.com,45,F,San Antonio,TX,2024-05-30,Unknown,Bronze
CUST00094,Sarah,Rodriguez,jessica.lopez473@email.com,72,F,Dallas,FL,2022-03-13,Unknown,Bronze
CUST00095,Susan,Johnson,lisa.gonzalez324@email.com,55,F,Philadelphia,OH,2023-10-04,Unknown,Gold
CUST00096,Donald,Jones,patricia.wilson141@email.com,67,F,Philadelphia,TX,2021-02-03,Unknown,Silver
CUST00097,Barbara,Garcia,mark.garcia785@email.com,73,M,Austin,IL,2021-08-17,Unknown,Silver
CUST00098,Karen,Miller,sarah.davis241@email.com,48,F,Dallas,TX,2023-12-27,Unknown,Platinum
CUST00099,Mary,Lee,michael.taylor770@email.com,69,M,Charlotte,TX,2024-05-14,Unknown,Silver
CUST00100,Jane,Harris,anthony.gonzalez180@email.com,26,M,Philadelphia,CA,2023-02-04,Unknown,Gold
CUST00101,Jennifer,Smith,jane.martin348@email.com,25,M,San Antonio,TX,2020-04-26,Unknown,Bronze
CUST00102,Margaret,Thompson,james.clark474@email.com,63,F,Charlotte,OH,2021-01-17,Unknown,Platinum
CUST00103,Sarah,Sanchez,susan.anderson107@email.com,36,F,San Antonio,PA,2022-05-08,Unknown,Bronze
CUST00104,Patricia,Miller,matthew.williams227@email.com,68,F,Los Angeles,AZ,2020-03-22,Unknown,Gold
CUST00105,Linda,Martin,nancy.sanchez396@email.com,25,M,Fort Worth,TX,2022-04-11,Unknown,Silver
CUST00106,Joseph,Harris,jessica.jones84@email.com,51,F,Jacksonville,PA,2022-05-22,Unknown,Bronze
CUST00107,Lisa,Robinson,robert.miller13@email.com,74,M,San Diego,TX,2021-10-14,Unknown,Bronze
CUST00108,Patricia,Lopez,william.harris693@email.com,21,F,Jacksonville,FL,2022-01-03,Unknown,Bronze
CUST00109,Matthew,Thomas,richard.lopez525@email.com,48,M,Austin,IL,2023-12-04,Unknown,Bronze
CUST00110,Nancy,Thomas,jessica.martinez353@email.com,55,F,Philadelphia,IL,2020-03-10,Unknown,Silver
CUST00111,Anthony,Hernandez,anthony.davis886@email.com,20,F,Houston,AZ,2021-01-21,Unknown,Platinum
CUST00112,Margaret,Lee,linda.gonzalez547@email.com,52,F,Austin,TX,2021-06-07,Unknown,Silver
CUST00113,Lisa,Brown,michael.white517@email.com,36,F,Fort Worth,AZ,2020-10-23,Unknown,Silver
CUST00114,Daniel,Gonzalez,karen.hernandez894@email.com,60,F,San Antonio,TX,2021-09-08,Unknown,Bronze
CUST00115,Linda,Miller,robert.lee184@email.com,46,M,San Diego,NC,2021-12-19,Unknown,Bronze
CUST00116,Richard,Brown,jennifer.martinez116@email.com,27,F,New York,TX,2022-12-24,Unknown,Silver
CUST00117,Barbara,Anderson,jane.williams712@email.com,29,M,San Jose,AZ,2024-05-17,Unknown,Platinum
CUST00118,Joseph,Jackson,james.gonzalez839@email.com,63,M,Fort Worth,FL,2020-06-26,Unknown,Gold
CUST00119,Daniel,Rodriguez,richard.johnson70@email.com,47,M,Fort Worth,TX,2022-10-28,Unknown,Bronze
CUST00120,Jessica,Hernandez,william.martin441@email.com,47,F,Houston,TX,2023-03-28,Unknown,Silver
CUST00121,Karen,Davis,jane.moore464@email.com,35,M,Houston,TX,2020-01-11,Unknown,Silver
CUST00122,Anthony,Smith,anthony.lopez711@email.com,41,M,San Jose,NC,2022-02-23,Unknown,Silver
CUST00123,Nancy,Thompson,robert.taylor557@email.com,49,Other,Dallas,NC,2021-02-14,Unknown,Silver
CUST00124,Nancy,Harris,james.garcia893@email.com,26,F,Fort Worth,IL,2022-06-10,Unknown,Gold
CUST00125,Nancy,White,matthew.clark750@email.com,64,M,Philadelphia,TX,2021-08-29,Unknown,Bronze
CUST00126,Richard,Davis,emily.garcia642@email.com,41,F,Houston,TX,2020-06-03,Unknown,Platinum
CUST00127,William,Gonzalez,susan.martin601@email.com,43,M,Fort Worth,CA,2023-05-14,Unknown,Bronze
CUST00128,Donald,Perez,joseph.ramirez369@email.com,20,F,New York,TX,2023-02-12,Unknown,Silver
CUST00129,Joseph,Clark,donald.davis677@email.com,40,F,San Diego,TX,2023-11-03,Unknown,Platinum
CUST00130,Richard,Brown,thomas.martin289@email.com,28,F,Austin,OH,2021-08-21,Unknown,Silver
CUST00131,John,Davis,susan.moore239@email.com,27,F,Dallas,OH,2022-04-03,Unknown,Bronze
CUST00132,Anthony,Williams,david.miller786@email.com,67,M,Phoenix,TX,2024-09-28,Unknown,Bronze
CUST00133,Robert,Lewis,emily.perez373@email.com,53,M,Phoenix,CA,2020-12-15,Unknown,Silver
CUST00134,William,Rodriguez,david.robinson755@email.com,30,F,San Jose,TX,2023-01-26,Unknown,Bronze
CUST00135,Jessica,Lewis,jennifer.anderson682@email.com,46,M,San Diego,IL,2022-07-31,Unknown,Silver
CUST00136,John,Johnson,mark.thomas300@email.com,55,Other,San Diego,NC,2020-01-19,Unknown,Bronze
CUST00137,Mary,Johnson,barbara.thompson225@email.com,70,M,Phoenix,TX,2020-11-08,Unknown,Gold
CUST00138,Lisa,Ramirez,linda.perez358@email.com,30,M,Houston,TX,2022-07-15,Unknown,Bronze
CUST00139,Jessica,Gonzalez,michael.johnson668@email.com,74,F,Philadelphia,TX,2021-06-11,Unknown,Silver
CUST00140,James,Anderson,jane.robinson909@email.com,43,M,San Jose,AZ,2021-07-10,Unknown,Silver
CUST00141,Charles,Ramirez,william.thomas827@email.com,37,M,Phoenix,TX,2024-08-17,Unknown,Silver
CUST00142,Thomas,Thompson,david.thompson92@email.com,22,M,San Diego,NY,2021-03-20,Unknown,Bronze
CUST00143,Lisa,Lopez,daniel.miller301@email.com,37,Other,Dallas,TX,2020-08-18,Unknown,Silver
CUST00144,Michael,Sanchez,elizabeth.white189@email.com,31,M,Fort Worth,PA,2024-08-19,Unknown,Silver
CUST00145,Michael,Brown,mark.robinson314@email.com,62,M,New York,TX,2021-09-16,Unknown,Bronze
CUST00146,John,Sanchez,richard.clark922@email.com,31,M,Dallas,CA,2022-10-07,Unknown,Gold
CUST00147,Mark,Davis,robert.martinez559@email.com,25,M,Fort Worth,TX,2022-06-07,Unknown,Gold
CUST00148,David,Rodriguez,daniel.clark550@email.com,65,M,Dallas,TX,2020-12-24,Unknown,Bronze
CUST00149,Jennifer,Thompson,david.thompson988@email.com,30,F,Philadelphia,IL,2023-11-07,Unknown,Silver
CUST00150,Robert,Jones,jane.lee911@email.com,41,Other,Austin,NC,2024-03-15,Unknown,Silver
CUST00151,Karen,White,karen.thomas351@email.com,32,M,San Jose,PA,2020-02-13,Unknown,Bronze
CUST00152,William,Martin,charles.rodriguez576@email.com,68,F,Phoenix,CA,2023-10-20,Unknown,Bronze
CUST00153,Nancy,Moore,donald.perez637@email.com,18,Other,San Antonio,IL,2022-05-26,Unknown,Platinum
CUST00154,Robert,Hernandez,karen.jackson39@email.com,39,M,Austin,TX,2024-07-03,Unknown,Silver
CUST00155,William,Anderson,sarah.robinson3@email.com,51,M,San Diego,FL,2023-02-08,Unknown,Platinum
CUST00156,Lisa,Ramirez,jessica.lewis372@email.com,67,F,Dallas,FL,2020-08-10,Unknown,Silver
CUST00157,Mary,Perez,james.smith870@email.com,68,F,Dallas,AZ,2023-11-10,Unknown,Bronze
CUST00158,Jane,Rodriguez,karen.hernandez411@email.com,57,M,San Jose,OH,2022-06-20,Unknown,Bronze
CUST00159,John,Taylor,john.lee551@email.com,20,M,Austin,PA,2023-07-12,Unknown,Gold
CUST00160,Linda,Clark,emily.wilson66@email.com,72,M,Chicago,NY,2020-09-27,Unknown,Silver
CUST00161,Matthew,Sanchez,mark.brown971@email.com,43,M,Fort Worth,CA,2020-07-30,Unknown,Bronze
CUST00162,Matthew,Lopez,joseph.moore123@email.com,31,F,San Diego,TX,2024-02-28,Unknown,Silver
CUST00163,Margaret,Miller,john.williams291@email.com,58,F,New York,TX,2023-08-30,Unknown,Gold
CUST00164,Jessica,Martinez,nancy.miller897@email.com,25,F,San Antonio,CA,2024-11-28,Unknown,Gold
CUST00165,David,Harris,anthony.hernandez486@email.com,66,M,Jacksonville,TX,2023-11-11,Unknown,Bronze
CUST00166,Michael,Sanchez,elizabeth.williams703@email.com,72,M,Charlotte,NC,2020-09-03,Unknown,Bronze
CUST00167,Mary,Harris,charles.johnson210@email.com,72,M,Phoenix,TX,2022-08-05,Unknown,Platinum
CUST00168,Lisa,Martinez,margaret.lopez509@email.com,73,F,Fort Worth,TX,2024-05-09,Unknown,Gold
CUST00169,Susan,Clark,jennifer.jones777@email.com,33,F,Fort Worth,TX,2022-03-31,Unknown,Bronze
CUST00170,Mark,Gonzalez,jane.johnson188@email.com,59,M,Los Angeles,AZ,2023-10-05,Unknown,Gold
CUST00171,Michael,Jackson,emily.lewis415@email.com,38,M,Los Angeles,CA,2020-03-12,Unknown,Bronze
CUST00172,John,Hernandez,jennifer.moore76@email.com,27,F,San Diego,CA,2023-08-12,Unknown,Bronze
CUST00173,Michael,Gonzalez,sarah.perez85@email.com,74,F,Phoenix,AZ,2023-05-21,Unknown,Bronze
CUST00174,David,Lee,thomas.anderson838@email.com,42,M,Columbus,AZ,2020-10-21,Unknown,Bronze
CUST00175,Joseph,Davis,linda.taylor387@email.com,73,M,Jacksonville,TX,2020-06-19,Unknown,Gold
CUST00176,Patricia,Davis,jennifer.jones218@email.com,55,M,Austin,PA,2020-09-02,Unknown,Silver
CUST00177,Michael,Brown,donald.lee346@email.com,39,F,Chicago,TX,2023-03-10,Unknown,Bronze
CUST00178,John,Anderson,emily.lopez26@email.com,66,F,New York,CA,2024-06-27,Unknown,Gold
CUST00179,David,Ramirez,lisa.jones766@email.com,65,F,Austin,CA,2021-09-08,Unknown,Gold
CUST00180,Karen,Hernandez,joseph.clark656@email.com,64,F,San Antonio,IL,2020-08-27,Unknown,Bronze
CUST00181,Matthew,Hernandez,john.thomas421@email.com,71,Other,Austin,CA,2020-11-06,Unknown,Silver
CUST00182,Patricia,Smith,michael.martin47@email.com,63,M,Jacksonville,FL,2023-12-10,Unknown,Gold
CUST00183,Robert,Taylor,richard.white208@email.com,21,M,Chicago,NC,2021-02-01,Unknown,Gold
CUST00184,Mark,Anderson,matthew.hernandez149@email.com,21,M,San Antonio,CA,2022-07-11,Unknown,Gold
CUST00185,William,Martin,jane.perez155@email.com,47,M,Jacksonville,TX,2022-03-02,Unknown,Bronze
CUST00186,Joseph,Garcia,emily.sanchez698@email.com,19,F,Los Angeles,CA,2020-01-22,Unknown,Bronze
CUST00187,Joseph,White,margaret.clark358@email.com,46,F,Houston,PA,2023-01-06,Unknown,Gold
CUST00188,Karen,Perez,patricia.harris907@email.com,60,F,Los Angeles,CA,2022-03-23,Unknown,Gold
CUST00189,Jennifer,Ramirez,lisa.davis609@email.com,53,M,Houston,TX,2022-06-22,Unknown,Bronze
CUST00190,Nancy,Harris,daniel.miller832@email.com,38,M,Phoenix,OH,2024-02-07,Unknown,Bronze
CUST00191,Richard,Anderson,emily.lee200@email.com,38,M,Charlotte,PA,2024-09-26,Unknown,Gold
CUST00192,Charles,Rodriguez,charles.perez959@email.com,65,F,Columbus,TX,2022-04-11,Unknown,Bronze
CUST00193,Robert,Wilson,daniel.white788@email.com,38,M,San Diego,CA,2023-10-08,Unknown,Bronze
CUST00194,Thomas,Moore,lisa.sanchez302@email.com,21,M,Los Angeles,CA,2023-10-26,Unknown,Bronze
CUST00195,Elizabeth,Sanchez,barbara.harris605@email.com,18,M,San Jose,OH,2022-11-10,Unknown,Silver
CUST00196,Donald,Taylor,linda.rodriguez271@email.com,43,Other,Chicago,CA,2021-05-21,Unknown,Bronze
CUST00197,Sarah,Moore,margaret.sanchez394@email.com,73,F,San Jose,PA,2020-06-08,Unknown,Silver
CUST00198,Margaret,Jones,donald.perez592@email.com,68,F,Jacksonville,TX,2022-01-13,Unknown,Bronze
CUST00199,David,Martin,sarah.martin365@email.com,19,F,Fort Worth,OH,2023-10-16,Unknown,Platinum
CUST00200,Matthew,Martin,susan.jones342@email.com,26,F,Phoenix,IL,2022-03-23,Unknown,Platinum
CUST00201,Robert,Rodriguez,robert.thompson425@email.com,72,M,Austin,TX,2024-04-28,Unknown,Platinum
CUST00202,Richard,Hernandez,lisa.lewis848@email.com,74,M,Jacksonville,CA,2023-08-13,Unknown,Gold
CUST00203,Joseph,White,emily.ramirez432@email.com,62,F,Jacksonville,OH,2023-10-07,Unknown,Silver
CUST00204,James,Perez,emily.wilson373@email.com,35,F,Dallas,OH,2020-06-28,Unknown,Bronze
CUST00205,Donald,Smith,john.harris73@email.com,65,M,San Jose,TX,2024-02-04,Unknown,Bronze
CUST00206,Sarah,Moore,anthony.clark216@email.com,65,M,Austin,CA,2023-11-19,Unknown,Bronze
CUST00207,Richard,Garcia,richard.sanchez541@email.com,74,F,Phoenix,NC,2024-06-24,Unknown,Bronze
CUST00208,Robert,Clark,charles.taylor939@email.com,59,M,Charlotte,AZ,2024-07-08,Unknown,Silver
CUST00209,Mark,Johnson,nancy.ramirez840@email.com,58,F,Columbus,TX,2020-07-31,Unknown,Platinum
CUST00210,Charles,Anderson,matthew.lewis389@email.com,28,M,Dallas,PA,2021-06-13,Unknown,Silver
CUST00211,Susan,Lewis,jennifer.miller42@email.com,42,M,Houston,PA,2023-11-19,Unknown,Silver
CUST00212,Nancy,Sanchez,sarah.rodriguez283@email.com,43,M,San Jose,TX,2020-01-27,Unknown,Silver
CUST00213,Jane,Lee,karen.wilson834@email.com,53,F,Phoenix,FL,2022-07-27,Unknown,Bronze
CUST00214,Jennifer,Wilson,anthony.rodriguez885@email.com,59,F,Charlotte,CA,2022-05-19,Unknown,Platinum
CUST00215,Richard,Jones,mark.smith599@email.com,52,M,Dallas,TX,2024-01-12,Unknown,Silver
CUST00216,Margaret,Garcia,jennifer.martinez948@email.com,55,F,Houston,TX,2021-03-13,Unknown,Bronze
CUST00217,Anthony,Garcia,anthony.perez125@email.com,20,M,Phoenix,IL,2020-10-11,Unknown,Platinum
CUST00218,Daniel,Robinson,michael.garcia637@email.com,58,M,Phoenix,TX,2021-10-22,Unknown,Silver
CUST00219,Emily,Perez,karen.garcia565@email.com,52,F,Houston,TX,2021-10-10,Unknown,Silver
CUST00220,Nancy,Robinson,jane.sanchez506@email.com,67,M,Houston,AZ,2020-07-07,Unknown,Silver
CUST00221,Nancy,Moore,barbara.thompson2@email.com,57,F,Austin,FL,2024-09-21,Unknown,Gold
CUST00222,Mary,Wilson,mary.perez805@email.com,39,F,Phoenix,NY,2023-05-07,Unknown,Bronze
CUST00223,Mary,Martinez,elizabeth.miller536@email.com,25,F,Jacksonville,CA,2023-01-30,Unknown,Gold
CUST00224,Elizabeth,Wilson,linda.martin577@email.com,32,F,Philadelphia,CA,2021-04-23,Unknown,Platinum
CUST00225,Margaret,Gonzalez,john.taylor763@email.com,62,F,San Antonio,NC,2021-08-25,Unknown,Silver
CUST00226,Margaret,Robinson,john.lee628@email.com,24,M,Charlotte,IL,2022-10-11,Unknown,Silver
CUST00227,James,Williams,richard.robinson105@email.com,36,M,Philadelphia,TX,2023-06-01,Unknown,Gold
CUST00228,Karen,Robinson,joseph.williams46@email.com,57,M,Charlotte,TX,2021-05-31,Unknown,Bronze
CUST00229,Matthew,Garcia,matthew.hernandez216@email.com,59,F,New York,TX,2024-03-30,Unknown,Platinum
CUST00230,Nancy,Lewis,susan.lopez813@email.com,34,M,Charlotte,NY,2024-01-04,Unknown,Silver
CUST00231,Anthony,Davis,karen.gonzalez449@email.com,18,M,Los Angeles,IL,2024-03-20,Unknown,Silver
CUST00232,Robert,Lopez,jessica.martinez547@email.com,62,F,San Antonio,IL,2022-07-04,Unknown,Silver
CUST00233,Margaret,Gonzalez,jessica.ramirez484@email.com,46,F,Columbus,TX,2020-08-17,Unknown,Silver
CUST00234,John,Hernandez,linda.davis16@email.com,30,Other,Chicago,NC,2022-05-18,Unknown,Bronze
CUST00235,John,Lopez,mark.taylor243@email.com,73,F,Jacksonville,TX,2023-02-11,Unknown,Gold
CUST00236,Anthony,Smith,susan.anderson912@email.com,65,M,San Jose,PA,2024-03-19,Unknown,Silver
CUST00237,Mark,Taylor,joseph.harris994@email.com,46,F,Austin,AZ,2023-04-22,Unknown,Gold
CUST00238,Margaret,Thomas,james.smith847@email.com,58,M,Fort Worth,IL,2024-10-14,Unknown,Bronze
CUST00239,Anthony,Hernandez,karen.jackson580@email.com,59,M,Los Angeles,TX,2022-01-28,Unknown,Silver
CUST00240,Elizabeth,Gonzalez,james.jones483@email.com,23,F,Philadelphia,TX,2020-02-03,Unknown,Gold
CUST00241,Richard,Moore,richard.martinez75@email.com,22,F,Austin,TX,2020-10-22,Unknown,Platinum
CUST00242,William,Hernandez,barbara.johnson103@email.com,51,F,Houston,IL,2021-03-28,Unknown,Gold
CUST00243,Michael,Ramirez,william.martinez178@email.com,28,Other,Jacksonville,TX,2024-09-27,Unknown,Gold
CUST00244,Robert,Lopez,matthew.miller315@email.com,26,F,Charlotte,CA,2024-03-08,Unknown,Bronze
CUST00245,Emily,Garcia,robert.williams716@email.com,55,M,Austin,TX,2023-11-30,Unknown,Gold
CUST00246,Lisa,Rodriguez,robert.taylor538@email.com,57,F,Phoenix,CA,2023-02-24,Unknown,Bronze
